Database_ID,Database_Name,Associated_Subjects,Original_Description_HTML,Rewritten_Description_A_HTML,Rewritten_Description_B_HTML,Database_URL,
62130232,Law and Society since the Civil War: American Legal Manuscripts from the Harvard Law School Library,American Studies;Asian American Studies;Criminal Justice;History;Political Science;Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; title=&quot;Covered in OneSearch&quot;&gt; This module consists of 11 collections from the Harvard Law School Library, highlighting three Supreme Court Justices, the first Black federal judge, high-profile cases, and insights into developing ideologies and laws, as far back as 1861 with the Papers of Oliver Wendell Holmes, which span from the Civil War to the Great Depression. The Papers of Louis D. Brandeis and Felix Frankfurter provide a behind-the-scenes view of the Supreme Court between 1919 and 1961. The Frankfurter Papers are of special note because they reveal how the Supreme Court approached the Brown v. Board of Education decision, the landmark school desegregation case that is well documented in other History Vault modules.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through June 30, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hvlawandsocietyharv,
62130233,Margaret Sanger Papers: Smith College Collections and Collected Documents,English and Comparative Literature;American Studies;History;Gender and Sexuality Studies,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; title=&quot;Covered in OneSearch&quot;&gt; &quot;I seem to have no life and no history apart from the birth control movement,&quot; Margaret Sanger wrote in 1938. And, indeed, there was almost no phase of the birth control movement in which Margaret Sanger did not play a significant role. Her collection of papers reveals a complex portrait of the personal and public lives of one of the 20th centurys most influential and controversial figures. The collection is a premier resource for examining changing attitudes towards womens roles and sexuality over time. Coverage spans the birth control movement, including the movements changing ideologies, its campaign for legitimacy, and its internal conflicts and organizational growth.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hvmsangerpapers?accountid=9840,
62130240,New Deal and World War II: President Franklin D. Roosevelt's Office Files and Records of Federal Agencies,American Studies;Asian American Studies;History;Latin American Studies;Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; title=&quot;Covered in OneSearch&quot;&gt; The centerpiece of this module is President Franklin D. Roosevelts Office Files. Roosevelts Office Files constitute the heart and soul of the administrative record of the Roosevelt White House. They highlight the domestic and foreign concerns of the President and his administration. Roosevelt's policies, responses to crises, and plans for the future were all based on both classified and nonclassified information that he received and digested from all levels of government and the public. The office files represent the materials deemed especially important by the President on the basis of content and source. Major topics covered in the files are the Great Depression, the New Deal, America's involvement in World War II, the internal workings of the Roosevelt administration, and Roosevelt's personal leadership style.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through June 30, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hvnewdealfdr?accountid=9840,
62130246,"Revolutionary War and Early America: Collections from the Massachusetts Historical Society, 1721-1860",American Studies;History;Database EBA,"The success of the musical Hamilton has led to increased interest in this pivotal period in American history. This module on one of the most-studied periods in American history consists of 26 collections from the holdings of the Massachusetts Historical Society, the first North American historical society and the first library to devote its primary attention to collecting Americana. The collections digitized by ProQuest from the holdings of the Massachusetts Historical Society focus on the Colonial Era, the Revolutionary War and the Early National Period, with some collections extending into the Civil War era. &lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hvrevolutionarywarmhs,
62130250,Women's studies,African American Studies;English and Comparative Literature;American Studies;Asian American Studies;History;Gender and Sexuality Studies;Asian Studies;Database EBA,"Records include three important womens rights organizations: the National Womans Party, the League of Women Voters, and the Womens Action Alliance. Originally a committee of the National American Woman Suffrage Association, the National Womans Party was founded in 1913 when Alice Paul and her colleagues broke away from NAWSA. The Womens Action Alliance, established in 1971 as a grass-roots organization, concerned itself with issues such as employment and employment discrimination, childcare, health care, and education. The League of Women Voters collection documents almost every facet of womens involvement in U.S. politics from 1920 to 1974. &lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hvwomensstudies,
62130251,"Students for a Democratic Society, Vietnam Veterans Against the War, and the Anti-Vietnam War Movement",American Studies;Asian American Studies;History;Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; title=&quot;Covered in OneSearch&quot;&gt; Key collections offer new opportunities for research on the 1960s through the lens of two influential anti-war organizations. In its heyday, Students for a Democratic Society (SDS) emphasized participatory democracy, community building, and creating a political movement of impoverished people. As U.S. involvement in the Vietnam War escalated, SDS became involved in the anti-war movement, before splintering and disbanding by 1970. Vietnam Veterans Against the War (VVAW) organized major national protests, including Operation Dewey Canyon III (1971), which catapulted VVAW to a position of leadership within the antiwar movement. Following Dewey Canyon, an ideological split led to a decline in membership; however, VVAW survived to the end of the Vietnam War by focusing on veterans benefits and, after 1987, on the Agent Orange health issue. In addition to the SDS and VVAW collections, this module contains documents of 10 other anti-Vietnam War organizations.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through June 30, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hvsdsvvaw?accountid=9840,
62130253,Women at Work during World War II: Rosie the Riveter and the Women's Army Corps,American Studies;Asian American Studies;History;Gender and Sexuality Studies;Database EBA,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; title=&quot;Covered in OneSearch&quot;&gt; This module contains two major sets of records documenting the experience of American women during World War II: Records of the Womens Bureau of the U.S. Department of Labor, and Correspondence of the Director of the Womens Army Corps. Primary sources document a wide range of issues pertinent to women during this time of turbulent change, including studies on the treatment of women by unions in several midwestern industrial centers, and the influx of women to industrial centers during the war. Topics covered in records and correspondence include womens work in war industries, pivotal issues like equal pay, childcare and race, and extensive documentation on the women who joined and served in the Womens Army Corps as WACs.&lt;/p&gt;&lt;p&gt;&lt;strong&gt;Available through June 30, 2025&lt;/strong&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.proquest.com/hvrosieriveter?accountid=9840,
62157619,PolicyMap,Asian American Studies;Chicana & Chicano Studies;Geography and the Environment;History,"PolicyMap is a U.S. national data and mapping tool that combines a curated, comprehensive geographic data library with simple, robust mapping and analytics tools. University faculty, researchers, and students use it to create compelling maps of up to five layers, export trend charts with key benchmarks, download data for use in other tools, generate on-the-fly reports, and upload custom data sets.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://fullerton.policymap.com,
62186681,HeinOnline Academic,Business;American Studies;Asian American Studies;Chicana & Chicano Studies;Criminal Justice;History;Political Science,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;HeinOnline Academic is a premier legal research platform containing more than 190 million pages and 295,000 titles of historical and government documents in a fully searchable, image-based format. Includes 39 separate database collections including: Law Journal Library; American Enterprise Institute; Bremer-Kovacs Collection; Brenan Center for Justice Publications at NYU School of Law; Business and Legal Aspects of Sports and Entertainment; Civil Rights and Social Justice; Code of Federal Regulations; COVID-19: Pandemics Past and Present; Criminal Justice &amp;amp; Criminology; Executive Privilege; Federal Register Library; Foreign Relations of the U.S.; GWO Reports and Comptroller General Decisions; Gun Regulation and Legislation in America; History of International Law; History of Supreme Court Nominations; Immigration Law &amp;amp; Policy in the U.S.; John F. Kennedy Assassination Collection; Law Academy Project; Legal Classics; Military and Government; American Society for Political and Legal Philosophy; Open Society Justice Initiative; Pentagon Papers; Religion and the Law; Reports of U.S. Presidential Commissions and Other Advisory Bodies; Slavery in America and the World; U.S. Code; U.S. Congressional Documents; U.S. Congressional Serial Set; U.S. Federal Agency Documents, Decisions, and Appeals; U.S. Federal Legislative History Library; U.S. Presidential Impeachment Library; U.S. Presidential Library; U.S. Statutes at Large; U.S. Supreme Court Library; U.S. Treaties and Agreements Library; Women and the Law; and World Constitutions Illustrated.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://heinonline.org/HOL/Welcome,
62186705,Academic Video Online AVON,English and Comparative Literature;Asian American Studies;Chicana & Chicano Studies;History;Latin American Studies;Linguistics;Anthropology;Archaeological Anthropology;Cultural Anthropology;Evolutionary Anthropology,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt;  Academic Video Online is the most comprehensive video subscription available to libraries. It delivers almost 70,000 titles spanning the widest range of subject areas including anthropology, business, counseling, film, health, history, music, and more.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://video.alexanderstreet.com/channel/academic-video-online,
62189832,Access World News,Asian American Studies;Chicana & Chicano Studies;Communications;Human Communication;Latin American Studies;Cinema and Television Arts;Modern Languages & Literatures;General Research;Communications--Advertising;Communications--Entertainment Studies;Communications--Journalism;Communications--Public Relations,"This comprehensive news collection--available via Newsbank--is ideal for exploring issues and events at the local, regional, national and international level. Its diverse source types include print and online-only newspapers, blogs, newswires, journals, broadcast transcripts and videos. Use it to explore a specific event or to compare a wide variety of viewpoints on topics such as politics, business, health, sports, cultural activities and people. Content is easily searched and sorted through an intuitive, map-based interface.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://infoweb.newsbank.com/apps/news/advanced-search?p=AWNB&f=advanced,
62239375,Late Qing and Republican-Era Chinese Newspapers,Asian American Studies;History;Modern Languages & Literatures,"The Late Qing and Republican-Era Chinese Newspapers collection includes the press, in Chinese language, of more than twenty cities in the mainland China, spanning a half century from the collapse of the Qing Dynasty, the years of provisional government and civil war, to the founding of the Peoples Republic of China in October 1949. The collection provides researchers with rich perspectives on Chinese life, history, politics, and culture. Open Access to this collection is made possible through the generous support of the Center for Research Libraries and its member institutions.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.eastview.com/resources/gpa/crl-lqrcn/,
62240337,PBS Video Collection,English and Comparative Literature;Asian American Studies;Chicana & Chicano Studies;Latin American Studies;Anthropology;Archaeological Anthropology;Cultural Anthropology;Evolutionary Anthropology,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Documentary collection includes topics such as history, politics, diversity, environment and more. It includes series such as Frontline, Nova, and American Experience.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://search.alexanderstreet.com/pbsv,
62240543,Popular Culture in Britain and America 1950-1975 (Adam Matthew),English and Comparative Literature;American Studies;History,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; This Adam Matthew primary source digital collection includes a wide range of valuable research material on the United States and Britain from 1950-1975, such as newspapers, pamphlets, letters, government files, magazines and fanzines, photographs, videos, advertisements, ephemera and memorabilia. Collection contents incorporate a number of major historical events and key subject areas, including student activism across Europe and the U.S., the Vietnam conflict, Womens Liberation, the Civil Rights Movement, Censorship, Youth culture, Music, Fashion, the Space race, and much more.Time Period Covered: 1950-1975", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.rockandroll.amdigital.co.uk,
62241004,Slavery and Anti-Slavery: A Transnational Archive (Gale),African American Studies;American Studies;History;Latin American Studies;Anthropology;Cultural Anthropology,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This Gale digital collection contains more than five million cross-searchable pages sourced from books, pamphlets, newspapers, periodicals, government documents, court records, correspondence, manuscripts, and maps from many different countries, all themed on the global history of slavery. This archive includes materials on the transatlantic slave trade, the global movement for the abolition of slavery, the legal, personal, and economic aspects of the slavery system, and the dynamics of emancipation in the U.S. as well as in Latin America, the Caribbean, and other regions. This collection covers a wide spectrum of interests related to the history of slavery, such as children and women under slavery, modes of resistance, global chronology, and much more. Additionally, the collection includes research tools such as guides, subject outlines, scholarly essays, classroom resources, and recommended primary source websites.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://link.gale.com/apps/SAS?u=csuf_main,
62241197,Statista,Accounting and Tax;Business;Communications;Education;Human Communication;Management;Marketing;Cinema and Television Arts;TESOL;Finance;International Business;Communications--Advertising;Communications--Entertainment Studies;Communications--Journalism;Communications--Public Relations,"&lt;p&gt;Statista provides access to statistics on more than 80,000 topics from 170 different industries. The statistics portfolio for all industries and topics is updated daily.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.statista.com/sso/login?connection=california-state-university-fullerton,
62249408,Digital Theatre Plus,English and Comparative Literature;Theatre,"Digital Theatre Plus is the site of unique British theatre productions. They work with theatre companies in Britain to capture live performance for streaming. Full-length films are full length productions of current Shakespeare plays, modern dramas, musicals and adaptations of classic novels on the English stage, also behind the scenes interviews with theatre professions. Study guides of plots, characters, language, historical context and authors.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://edu.digitaltheatreplus.com,
62577634,AP Newsroom,African American Studies;English and Comparative Literature;Asian American Studies;Communications;Asian Studies;Communications--Journalism,"This database is similar to AP Images available on the EBSCO platform.  This mobile friendly version is available via the Associated Press platform. It contains millions of photos, graphics, text, and audio clips from the worldwide Associated Press (AP) newswire service.  In addition to current news images (updated hourly, real-time), it includes historical photos back to the 1800s, and audio clips back to the early 1900s.  All material is copyright owned by AP, but available from this database for educational use.  Useful for finding images on any topic (people, nature, politics, business, sports, entertainment, etc.) to use in presentations.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,"https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8984376&groupid=main&profile=apnr",
62904343,Arts & Humanities Citation Index,English and Comparative Literature;Asian American Studies,"Arts &amp; Humanities Citation Index is a multidisciplinary index to the journal literature of the arts and humanities, covering 1975-present.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://webofknowledge.com/?DestApp=WOS&editions=AHCI,
62948837,Ethnologue,Asian American Studies;Linguistics;TESOL;Anthropology;Linguistic Anthropology,"Comprehensive reference work cataloging all of the world's known living languages. Languages are listed alphabetically by primary name under the country of the main population. Information includes alternate names, dialects, number of speakers, multilingualism, and other demographic and sociolinguistic information, if known.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.ethnologue.com/,
63397606,EiVillage Compendex,Computer Science;Engineering;Geological Sciences,"Compendex is an abstracting and indexing database, comprising coverage of &gt;28M records of highly curated, globally published, scientific content, focused primarily on applied engineering research, literature and technical information. It supports in-depth search and discovery of both engineering-specific and engineering-related content primarily in the physical sciences, while also addressing increasing interdisciplinarity in engineering (including the computer sciences), and physical science domains overall.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://www.engineeringvillage.com/search/quick.url?CID=quickSearch&database=1,
63400297,Dimensions,Chemistry & Biochemistry;Computer Science;Engineering;Geological Sciences;Physics;Mathematics;Biological Science,"Dimensions is the most comprehensive research grants database which links grants to millions of resulting publications, clinical trials and patents.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://app.dimensions.ai/discover/publication,
63400584,PubChem,Chemistry & Biochemistry,"Information on chemical properties, structures, and bioactivity.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://pubchem.ncbi.nlm.nih.gov/,
63401400,ChemSpider,Chemistry & Biochemistry,ChemSpider is a free chemical structure database providing fast text and structure search access to over 100 million structures from hundreds of data sources., DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://www.chemspider.com/,
63402153,arXiv,Computer Science;Physics,"arXiv is a free distribution service and an open-access archive for 1,945,078 scholarly articles in the fields of physics, mathematics, computer science, quantitative biology, quantitative finance, statistics, electrical engineering and systems science, and economics. Materials on this site are not peer-reviewed by arXiv.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://arxiv.org/,
63402489,zbMATH,Mathematics,zbMATH Open (formerly known as Zentralblatt MATH) is the world's most comprehensive and longest-running abstracting and reviewing service in pure and applied mathematics., DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.zbmath.org/,
63402851,NASA Astrophysics Data System (ADS),Physics,The Astrophysics Data System is an online database of over eight million astronomy and physics papers from both peer reviewed and non-peer reviewed sources., DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://ui.adsabs.harvard.edu/,
63822944,American West,American Studies;Asian American Studies;History;Native American Studies,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; &lt;p&gt;Comprised of original manuscripts, rare printed books, maps and ephemeral material from the Everett D.Graff Collection of Western Americana at the Newberry Library, Chicago, American West is a unique resource which allows scholars to explore tales of frontier life, Indigenous Peoples, vigilantes and outlaws. Covering topics including the growth of urban centres, the environmental impact of westward expansion and life in the borderlands, this collection will be welcomed by scholars working in Western American history, Southern History, the History of the Pacific Northwest, Western Literature, Film and Cultural Studies.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.americanwest.amdigital.co.uk/,
63846411,Indigenous Histories and Cultures in North America,American Studies;Asian American Studies;History;Anthropology;Archaeological Anthropology;Cultural Anthropology;Native American Studies,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Discover a unique insight into interactions between American Indians and Europeans from their earliest contact, continuing through the turbulence of the American Civil War, the ongoing repercussions of government legislation, right up to the civil rights movement of the mid-twentieth century. Explore manuscripts, artwork and rare printed books dating from the earliest contact with European settlers right up to photographs and newspapers from the mid-twentieth century. Browse through a wide range of rare and original documents from treaties, speeches and diaries, to historic maps and travel journals.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.aihc.amdigital.co.uk/,
63846543,Indigenous Newspapers in North America,American Studies;History;Native American Studies,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;American Indian Newspapers presents the publications of a range of communities, with an extensive list of periodicals produced in the United States and Canada, including Alaska, Arizona, British Columbia, California, Nevada and Oklahoma, from 1828 to 2016. Representing a huge variety in style, production and audience, the newspapers include national periodicals as well as local community news and student publications. This digital collection provides exciting research opportunities into a range of subjects from an Indigenous perspective, including the civil rights era and American Indian Movement (AIM), education, environmentalism, land rights and cultural representation.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.indigenousnewspapersinnorthamerica.amdigital.co.uk,
64694389,Scopus,African American Studies;Public Health;Counseling;Archaeology;Asian American Studies;Chemistry & Biochemistry;Chicana & Chicano Studies;Communication Sciences and Disorders;Computer Science;Education;Engineering;Geological Sciences;Human Services;Latin American Studies;Linguistics;Nursing;Physics;Mathematics;Anthropology;Biological Science;Modern Languages & Literatures;Archaeological Anthropology;Cultural Anthropology;Evolutionary Anthropology;Linguistic Anthropology,"&lt;p&gt;Scopus is the largest abstract and citation database of peer-reviewed literature – scientific journals, books and conference proceedings. Delivering a comprehensive overview of the world’s research output in the fields of science, technology, medicine social sciences and arts and humanities, Scopus features smart tools to track, analyze and visualize research. From researchers pursuing scientific breakthroughs to academic institutions and government agencies evaluating research, Scopus is the abstract and indexing database of choice.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.scopus.com/search/form.uri?&display=basic#basic,
65867897,Recent Researches in Music Online,Music,"Recent Researches in Music Online (RRIMO), is a database from A-R Editions, which has published the Recent Researches in Music series since its inception in 1962. Recent Researches offers critical performing editions of music in seven series, and titles fall into two basic categories: editions that span the history of Western music, and editions with ties to specific cultural milieus. Most editions in Recent Researches in Music are devoted to works by a single composer or in a single genre.  Online access is for current editions, from 2018-current.  In the past Fullerton has purchased these titles in print, all the earlier editions should be available in the Pollak Library and findable in OneSearch.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.rrimo.com,
66857353,"Archives of Latin American and Caribbean History, Sixteenth to Twentieth Century",Latin American Studies;Anthropology;Modern Languages & Literatures;Archaeological Anthropology;Cultural Anthropology,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt; Archives of Latin America and Caribbean History, Sixteenth through Twentieth Century contains over 1.3 million pages of primary source material providing information about the indigenous peoples of the region, the Conquest (la Conquista), colonial rule, religion, struggles for independence, and political, economic, and social progress and issues in newly independent nations. In addition to keyword searching, users can access the collection by Person, Topic, Event, Named Work, and Country. The historical collections provide original manuscripts, signed letters, expedition records, reports, maps, diaries, descriptions of voyages, ephemera, and more and support researchers, postgraduates, and undergraduates with interests in regional studies, history, political science, anthropology, sociology, economics, and international relations.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://link.gale.com/apps/LACH?u=csuf_main,
66862195,Arte Público Hispanic Historical Collection Series 1 and 2,Chicana & Chicano Studies;Modern Languages & Literatures,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Arte Público Hispanic Historical Collection, Series 1 &amp;amp; 2, is an archive of publications covering U.S. Chicano/Latino/Hispanic history, literature and culture from colonial times until 1960. Based on materials from the Recovering the U.S. Hispanic Literary Heritage Project at the University of Houston, the collection includes complete text of hundreds of rare books by Chicano/Latino/Hispanic Americans, over 60,000 historical articles from newspapers, magazines and journals, 250,000 + pages of personal and organizational manuscripts including hundreds of political and religious pamphlets, broadsides, editorials, essays, letters, telegrams, speeches, transcripts, photographs, and advertisements. Content is written in Spanish (80%) and English (20%) and is indexed and searchable in both Spanish and English.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,"https://research.ebsco.com/c/p7moej/search/advanced/filters?db=h6a,h6b",
66878488,U.S. Declassified Documents Online,African American Studies;Asian American Studies;Chicana & Chicano Studies;Latin American Studies;Anthropology;Cultural Anthropology,"A comprehensive compilation of declassified documents from the executive branch spanning the twentieth and twenty-first centuries. This Gale primary source digital collection includes materials such as intelligence studies, policy papers, diplomatic correspondence, cabinet meeting minutes, briefing materials, and domestic surveillance and military reports. Also includes declassified documents from the Department of State, Department of Defense, Central Intelligence Agency, Federal Bureau of Investigation, Joint Chiefs of Staff, and other executive agencies. Topics covered include the outbreak and course of the Second World War, the end of colonialism in the global south, the Korean War, the Vietnam War, U.S. relations with non-aligned states in the 1960s, U.S.-Soviet relations in the era of détente, international trade, nuclear proliferation, conflict in the Middle East, and the War on Terrorism. The collection also traces important sources on sensitive episodes within the United States such as domestic surveillance, the civil rights and anti-war movements, abuse of government power, and home-grown terrorism.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://link.gale.com/apps/USDD?u=csuf_main,
66878588,Refugees and Relief: Forced Migration and World War II,,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;This Gale primary source digital collection chronicles the plight of refugees and displaced persons across Europe, North Africa, and Asia from 1935 to 1950. The collection includes over 590,000 pages of pamphlets, ephemera, government documents, relief organization publications, and refugee reports that recount the causes, effects and responses to refugee crises before, during and shortly after World War II. Topics covered include the evacuations and mass migrations within central and Eastern Europe to the displacement of North African populations and resettlement of refugees in Latin America. Record sources include the foreign and colonial office files from U.K. National Archives in Kew, the U.S. State Department from the National Archives Records Administration (NARA), the British India Office collection from the British Library, and the archives of World Jewish Relief. These documents give researchers detailed insights into the complicated and shifting landscape across Europe, Asia, and Africa during and following World War II.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://link.gale.com/apps/RRRW?u=csuf_main,
66885262,Docuseek,,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Collection of streaming videos, chosen by your librarian. Also includes the Good Docs collection.&amp;nbsp;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://docuseek2.com/fullerton,
67070083,Ethnic Diversity Source,African American Studies;American Studies;Asian American Studies;Chicana & Chicano Studies;History;Anthropology;Cultural Anthropology;Native American Studies,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Ethnic Diversity Source is a full-text database that covers “the culture, traditions, social treatment and lived experiences of different ethnic groups in America” – including African Americans, Arab Americans, Asian Americans, European Americans, Jewish Americans, Latinx Americans, Native Americans and Multiracial Americans. Sources encompass academic journals, magazines, newspapers, ebooks, biographies, historical documents, and the Associated Press videos. Mostly contemporary content, with varying dates of coverage. Useful for researching concepts in ethnic studies, intersectionality, justice, liberation, and current issues.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://research.ebsco.com/c/p7moej/search/advanced/filters?db=ets,
67320637,Music Online: African American Music Reference,African American Studies;American Studies;History;Database EBA,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Contains over 3,500 essays and images on blues, jazz, spirituals, gospel, ragtime, civil rights songs, rhythm and blues, hip hop and rap and other forms of African American musical expression. &lt;p&gt;&lt;b&gt;Available through June 30, 2025&lt;/b&gt;&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://search.alexanderstreet.com/aamr,
